Time;ETH / Realized Market Cap (USD)
2018-02-13;50177654592.34986
2018-02-14;50664695760.190025
2018-02-15;50798724845.66157
2018-02-16;50877536612.82268
2018-02-17;51186325200.2818
2018-02-18;51161849206.985374
2018-02-19;50870926336.24459
2018-02-20;50644470570.96371
2018-02-21;50457801546.221
2018-02-22;50035368311.82699
2018-02-23;50179968416.375656
2018-02-24;50295670198.44422
2018-02-25;50231064990.85882
2018-02-26;50321015884.49213
2018-02-27;50437874496.94684
2018-02-28;50383935513.46819
2018-03-01;50520295457.66724
2018-03-02;50504352454.81698
2018-03-03;50499221736.02232
2018-03-04;50549433983.64342
2018-03-05;50550862845.53328
2018-03-06;50394883827.97647
2018-03-07;49979710918.59026
2018-03-08;49603487062.7946
2018-03-09;49394124535.853134
2018-03-10;49044818430.87816
2018-03-11;49062296127.39368
2018-03-12;48901160093.198395
2018-03-13;48727925694.11494
2018-03-14;48160019754.525475
2018-03-15;47824428811.792114
2018-03-16;47636925533.86216
2018-03-17;47041651167.68174
2018-03-18;47014962284.80675
2018-03-19;46826209873.688034
2018-03-20;46716440331.364555
2018-03-21;46477007461.926186
2018-03-22;46294323347.91186
2018-03-23;46202793174.35889
2018-03-24;46108576753.747406
2018-03-25;46024283955.597404
2018-03-26;45721178787.93122
2018-03-27;44914702822.75501
2018-03-28;44650531375.41804
2018-03-29;44078623625.98508
2018-03-30;43868444703.445786
2018-03-31;43721180229.59837
2018-04-01;43562502501.677635
2018-04-02;43347890519.72011
2018-04-03;43272401935.848465
2018-04-04;42965684624.95729
2018-04-05;42786779217.66886
2018-04-06;42574074743.62037
2018-04-07;42594725489.335144
2018-04-08;42659356133.95545
2018-04-09;42547040348.1495
2018-04-10;42488358617.86252
2018-04-11;42462565489.51294
2018-04-12;42781978822.80249
2018-04-13;42829740092.12473
2018-04-14;42856290871.92209
2018-04-15;43004951611.74478
2018-04-16;42965087209.92858
2018-04-17;42948464847.506996
2018-04-18;43057384697.27515
2018-04-19;43320152442.947365
2018-04-20;43649960221.33556
2018-04-21;43719796342.505455
2018-04-22;43806861796.79324
2018-04-23;44385913612.25689
2018-04-24;44813475528.2465
2018-04-25;44664361204.01129
2018-04-26;44941426841.68717
2018-04-27;44934763263.89195
2018-04-28;45111171462.12305
2018-04-29;45193107756.704254
2018-04-30;45194523991.55676
2018-05-01;45253497533.46719
2018-05-02;45460333593.45206
2018-05-03;46049473412.19612
2018-05-04;46316055353.476364
2018-05-05;46596345272.447296
2018-05-06;46591141041.42128
2018-05-07;46525063925.28843
2018-05-08;46606346099.08725
2018-05-09;46628251463.759094
2018-05-10;46585471968.24294
2018-05-11;46257553654.60383
2018-05-12;46290919665.05241
2018-05-13;46462213793.192
2018-05-14;46474798227.11637
2018-05-15;46416229260.98987
2018-05-16;46403788414.79976
2018-05-17;46169486499.23746
2018-05-18;46261974269.33587
2018-05-19;46279476688.44558
2018-05-20;46381996656.765884
2018-05-21;46387376197.27771
2018-05-22;46133530165.65628
2018-05-23;45617679625.69469
2018-05-24;45464315022.71564
2018-05-25;45312489574.66652
2018-05-26;45296981812.82972
2018-05-27;45132830099.261826
2018-05-28;44865319553.78923
2018-05-29;44903869051.2277
2018-05-30;44805054636.959496
2018-05-31;44840131741.88405
2018-06-01;44857224095.7606
2018-06-02;44929489227.21968
2018-06-03;45049318504.002625
2018-06-04;44952559832.04518
2018-06-05;45033252345.156876
2018-06-06;45046277231.160706
2018-06-07;45007691078.72825
2018-06-08;45056118353.43256
2018-06-09;45164386381.5433
2018-06-10;44866651450.14459
2018-06-11;44679859294.84879
2018-06-12;44293859835.172455
2018-06-13;44017677805.55544
2018-06-14;44166391384.38654
2018-06-15;43923840883.26385
2018-06-16;43932965798.46923
2018-06-17;43907441115.92099
2018-06-18;43945253032.21733
2018-06-19;44033156200.39131
2018-06-20;44053017633.63571
2018-06-21;44004497823.63051
2018-06-22;43623517020.10117
2018-06-23;43644786379.388725
2018-06-24;43473601917.30059
2018-06-25;43334471379.85438
2018-06-26;43098804188.75703
2018-06-27;43027426172.53384
2018-06-28;42831755233.0307
2018-06-29;42792026061.366196
2018-06-30;42830349652.24215
2018-07-01;42827734275.26138
2018-07-02;42904276093.454346
2018-07-03;42722738982.295906
2018-07-04;42729857875.77755
2018-07-05;42507309919.42334
2018-07-06;42492515143.345535
2018-07-07;42517375054.60811
2018-07-08;42516175542.78629
2018-07-09;42455290777.8307
2018-07-10;42155159534.153625
2018-07-11;42139211781.64606
2018-07-12;41981112767.55136
2018-07-13;41924466531.08023
2018-07-14;41900529737.83996
2018-07-15;41929860932.35874
2018-07-16;42006195012.946175
2018-07-17;42106459001.48527
2018-07-18;42063307983.13525
2018-07-19;42020406339.92696
2018-07-20;41854243191.381966
2018-07-21;41888116953.179115
2018-07-22;41855710556.66756
2018-07-23;41776924953.221344
2018-07-24;41920877934.42524
2018-07-25;41918893381.009964
2018-07-26;41835502956.29141
2018-07-27;41834134318.45316
2018-07-28;41828052197.39815
2018-07-29;41824496012.26894
2018-07-30;41766847165.73419
2018-07-31;41551674200.536644
2018-08-01;41465196507.44298
2018-08-02;41286857260.39515
2018-08-03;41263936451.434425
2018-08-04;41202326124.79707
2018-08-05;41202767967.60296
2018-08-06;41117769945.51159
2018-08-07;40596318697.140305
2018-08-08;40359847131.92875
2018-08-09;40275075663.33991
2018-08-10;39991237101.90699
2018-08-11;39816098645.95972
2018-08-12;39702202355.90417
2018-08-13;39194532442.78254
2018-08-14;38700319449.8572
2018-08-15;38526405893.724266
2018-08-16;38480684391.55246
2018-08-17;38544329021.04535
2018-08-18;38360996694.77173
2018-08-19;38355956444.25248
2018-08-20;38095463857.08017
2018-08-21;38107427639.31361
2018-08-22;37922677868.75121
2018-08-23;37846049441.7762
2018-08-24;37815003247.381454
2018-08-25;37903787188.83154
2018-08-26;37874604327.583885
2018-08-27;37776756640.3386
2018-08-28;37827642294.5812
2018-08-29;37766535769.72938
2018-08-30;37627617489.23974
2018-08-31;37582644478.97969
2018-09-01;37606318703.48995
2018-09-02;37576085345.52021
2018-09-03;37521421878.261314
2018-09-04;37557851345.08011
2018-09-05;37039000591.69703
2018-09-06;36832067859.03246
2018-09-07;36601160358.84588
2018-09-08;36256188160.74213
2018-09-09;36162043735.50036
2018-09-10;36025284089.58696
2018-09-11;35836039486.252655
2018-09-12;35511777835.07333
2018-09-13;35569259811.969925
2018-09-14;35548818440.10331
2018-09-15;35582467903.89136
2018-09-16;35581457092.73066
2018-09-17;35429779921.876854
2018-09-18;35432438620.24363
2018-09-19;35406358490.20873
2018-09-20;35416461158.467575
2018-09-21;35568989614.96002
2018-09-22;35556048749.28932
2018-09-23;35574262695.94833
2018-09-24;35500826665.6558
2018-09-25;35411706625.33802
2018-09-26;35327554479.99718
2018-09-27;35377616655.94215
2018-09-28;35288179552.659294
2018-09-29;35217778034.34008
2018-09-30;35225668149.13591
2018-10-01;35172611432.35393
2018-10-02;35154635523.78604
2018-10-03;35106125448.9507
2018-10-04;35053833143.66999
2018-10-05;34972119971.45608
2018-10-06;34983751897.21096
2018-10-07;34992421025.84879
2018-10-08;35005167593.39241
2018-10-09;34983083689.6649
2018-10-10;34940300211.949615
2018-10-11;34590093838.72412
2018-10-12;34526283108.04905
2018-10-13;34525487545.2937
2018-10-14;34484159611.35073
2018-10-15;34488885425.135864
2018-10-16;34427044679.13266
2018-10-17;34354670721.35491
2018-10-18;34244813651.357124
2018-10-19;33672924229.912525
2018-10-20;33668397353.987095
2018-10-21;33651781684.94457
2018-10-22;33613606228.339344
2018-10-23;33586040958.364334
2018-10-24;33490232675.287388
2018-10-25;33372016585.09109
2018-10-26;33365671170.150017
2018-10-27;33362178564.779396
2018-10-28;33355558636.18482
2018-10-29;33268095389.361725
2018-10-30;33246902628.846016
2018-10-31;33231269237.82121
2018-11-01;33208015692.707977
2018-11-02;33249023268.267292
2018-11-03;33241067987.505642
2018-11-04;33297361981.89097
2018-11-05;33285552312.948544
2018-11-06;33327665150.501762
2018-11-07;33341462764.045162
2018-11-08;33289307592.14301
2018-11-09;33247739349.140865
2018-11-10;33261103998.249397
2018-11-11;33239826707.273354
2018-11-12;33213043887.84183
2018-11-13;33108036838.838127
2018-11-14;32830833741.88047
2018-11-15;32561468128.810577
2018-11-16;32452233075.639534
2018-11-17;32428676146.12128
2018-11-18;32357649849.987167
2018-11-19;31529905484.698757
2018-11-20;31124216559.470642
2018-11-21;31006036777.16923
2018-11-22;30558537638.14791
2018-11-23;30371317149.461388
2018-11-24;30193067303.30137
2018-11-25;30073805228.669342
2018-11-26;29876940217.940487
2018-11-27;29739168699.541283
2018-11-28;29672980907.01229
2018-11-29;29568972499.936302
2018-11-30;29877177851.414547
2018-12-01;30357710346.850437
2018-12-02;30337268295.982082
2018-12-03;30245684269.947945
2018-12-04;30182928094.90738
2018-12-05;30094987924.818577
2018-12-06;29876324151.071075
2018-12-07;29692496476.85676
2018-12-08;29586242000.615612
2018-12-09;29547591997.35854
2018-12-10;29468992455.54381
2018-12-11;29419308655.35727
2018-12-12;29261251296.67872
2018-12-13;29185340897.854034
2018-12-14;29092148386.47861
2018-12-15;29071800184.231884
2018-12-16;29052633888.56894
2018-12-17;28964309359.133736
2018-12-18;28925237944.50491
2018-12-19;28759664440.751114
2018-12-20;28914491759.4279
2018-12-21;28843440641.432377
2018-12-22;28887088917.35961
2018-12-23;29001938317.585365
2018-12-24;29074372265.31692
2018-12-25;29039744127.631954
2018-12-26;29041311397.014534
2018-12-27;28748038439.834644
2018-12-28;28947454643.335323
2018-12-29;28997713217.124065
2018-12-30;28912935493.74148
2018-12-31;28819051622.967358
2019-01-01;28877687727.31675
2019-01-02;28990812437.411285
2019-01-03;28981719897.825188
2019-01-04;29094778907.793
2019-01-05;29046828453.27855
2019-01-06;29070600861.89813
2019-01-07;28967307866.861206
2019-01-08;28916019267.313038
2019-01-09;28903731787.556343
2019-01-10;28663670823.5494
2019-01-11;28573348255.94316
2019-01-12;28549581362.190098
2019-01-13;28398678317.77395
2019-01-14;28475801482.860165
2019-01-15;28361016384.749092
2019-01-16;28352206716.805855
2019-01-17;28314417747.23822
2019-01-18;28251218375.029385
2019-01-19;28267568731.852142
2019-01-20;28212454378.997078
2019-01-21;28173949107.373592
2019-01-22;27987483535.179493
2019-01-23;27968466400.408775
2019-01-24;27934971350.67924
2019-01-25;27898473412.57141
2019-01-26;27882082550.570366
2019-01-27;27857403503.529015
2019-01-28;27740773347.012123
2019-01-29;27672992512.64211
2019-01-30;27675623324.01714
2019-01-31;27622742238.9699
2019-02-01;27602233824.38957
2019-02-02;27613929059.86356
2019-02-03;27589347228.42522
2019-02-04;27408949457.843224
2019-02-05;27403143617.15845
2019-02-06;27342797864.146713
2019-02-07;26724126827.537247
2019-02-08;26858770897.89888
2019-02-09;26854511793.290634
2019-02-10;26895626853.38901
2019-02-11;26876783305.37154
2019-02-12;26863796261.10048
2019-02-13;26848525402.928444
2019-02-14;26837574509.291668
2019-02-15;26798754400.66463
2019-02-16;26806641291.187138
2019-02-17;26858574636.928135
2019-02-18;27010517065.25162
2019-02-19;26974220177.153305
2019-02-20;27016014483.74657
2019-02-21;26413000838.4756
2019-02-22;26440542135.791393
2019-02-23;26497193269.64746
2019-02-24;26320866007.97969
2019-02-25;26322153530.10657
2019-02-26;26299298712.22612
2019-02-27;26252874479.029827
2019-02-28;26232111202.058334
2019-03-01;26227184241.55007
2019-03-02;26205777908.37383
2019-03-03;26185494788.951008
2019-03-04;26104768709.02793
2019-03-05;26176558587.09924
2019-03-06;26169965298.39168
2019-03-07;26156454235.96287
2019-03-08;26078499182.81648
2019-03-09;26101161670.953735
2019-03-10;26028250032.45506
2019-03-11;25986855258.80199
2019-03-12;25880961587.720577
2019-03-13;25845343520.086796
2019-03-14;25841673712.565666
2019-03-15;25855056477.74476
2019-03-16;25893757613.508102
2019-03-17;25869284955.3108
2019-03-18;25874896611.82805
2019-03-19;25874614383.659214
2019-03-20;25888535332.53445
2019-03-21;25848390951.4987
2019-03-22;25759385194.345497
2019-03-23;25755285682.719395
2019-03-24;25741959082.19665
2019-03-25;25702352919.41962
2019-03-26;25688782826.19876
2019-03-27;25749957504.890316
2019-03-28;25733045992.354908
2019-03-29;25789077506.425278
2019-03-30;25746020941.876106
2019-03-31;25743738476.840485
2019-04-01;25631068818.59747
2019-04-02;25807662897.783573
2019-04-03;25756620199.524406
2019-04-04;25739252908.176563
2019-04-05;25791465234.74575
2019-04-06;25858593968.400394
2019-04-07;25944037074.15045
2019-04-08;25994450719.536438
2019-04-09;25959174118.50443
2019-04-10;26000592767.187035
2019-04-11;25919134987.145565
2019-04-12;25896403822.71947
2019-04-13;25851802655.295715
2019-04-14;25883819715.76807
2019-04-15;25833855117.777172
2019-04-16;25866934004.670635
2019-04-17;25863706465.637535
2019-04-18;25945828568.114594
2019-04-19;25955012067.32766
2019-04-20;25993964790.907925
2019-04-21;25953145529.69773
2019-04-22;25889559658.80077
2019-04-23;25867244826.155354
2019-04-24;25797311830.699715
2019-04-25;25656873099.821854
2019-04-26;25629199358.011597
2019-04-27;25651244581.460033
2019-04-28;25609072239.536205
2019-04-29;25600691146.96212
2019-04-30;25674606611.022137
2019-05-01;25662001398.857174
2019-05-02;25650964036.113136
2019-05-03;25695768991.506954
2019-05-04;25676936354.80642
2019-05-05;25671230763.191174
2019-05-06;25756711159.69093
2019-05-07;25759416351.40927
2019-05-08;25759919091.95519
2019-05-09;25770935378.651283
2019-05-10;25782607813.264946
2019-05-11;25982285025.78041
2019-05-12;25884548057.82336
2019-05-13;26060179871.997032
2019-05-14;26316216153.809433
2019-05-15;26608248010.01648
2019-05-16;27144275631.019093
2019-05-17;27053699857.428036
2019-05-18;26962751745.252163
2019-05-19;27190097599.41245
2019-05-20;27108348710.156563
2019-05-21;27193446619.885548
2019-05-22;27086281504.01088
2019-05-23;27107262100.830086
2019-05-24;27142521858.12845
2019-05-25;27174322547.10099
2019-05-26;27307233670.268864
2019-05-27;27381974174.701084
2019-05-28;27390780542.468636
2019-05-29;27495054468.685757
2019-05-30;27400387951.32103
2019-05-31;27687848061.80043
2019-06-01;27707660522.910686
2019-06-02;27747952284.35335
2019-06-03;27713758965.36244
2019-06-04;27584084807.701374
2019-06-05;27626016219.512066
2019-06-06;27723398659.175606
2019-06-07;27758850309.540165
2019-06-08;27684209707.50345
2019-06-09;27472173829.90393
2019-06-10;27703060558.232944
2019-06-11;27693929161.036053
2019-06-12;27828926417.28751
2019-06-13;27851017385.573345
2019-06-14;27964948381.283054
2019-06-15;28004858520.698303
2019-06-16;28024730937.84074
2019-06-17;28108973430.12675
2019-06-18;28037495120.80888
2019-06-19;28158085906.989998
2019-06-20;28257617640.2405
2019-06-21;28523725280.956944
2019-06-22;28756585678.279972
2019-06-23;28771093266.80162
2019-06-24;28825874386.839012
2019-06-25;29008906094.640488
2019-06-26;29330918464.3615
2019-06-27;28954395975.900208
2019-06-28;29204203936.740772
2019-06-29;29314226366.80081
2019-06-30;29166808091.981136
2019-07-01;29121786321.12396
2019-07-02;29103228268.20866
2019-07-03;29225492624.45358
2019-07-04;28921684049.12926
2019-07-05;28979107458.258255
2019-07-06;28975677142.84961
2019-07-07;29087884851.142094
2019-07-08;29269049311.88151
2019-07-09;29023363889.17067
2019-07-10;28872547370.789753
2019-07-11;28962038211.987816
2019-07-12;29014092078.67207
2019-07-13;28977760164.639637
2019-07-14;28705664173.784615
2019-07-15;28556966903.03473
2019-07-16;28184009088.270782
2019-07-17;28118304093.654587
2019-07-18;28169707388.924347
2019-07-19;28114263653.453304
2019-07-20;28160608999.55335
2019-07-21;28163986440.649574
2019-07-22;28048281792.7702
2019-07-23;28011486200.5635
2019-07-24;28017644170.91361
2019-07-25;28028600893.991833
2019-07-26;27992377779.844677
2019-07-27;27915397740.771893
2019-07-28;27922506303.0572
2019-07-29;27926057763.31574
2019-07-30;27920619748.85246
2019-07-31;27987945419.909176
2019-08-01;27794271812.981762
2019-08-02;27791126494.701553
2019-08-03;27814866234.30416
2019-08-04;27820272868.597137
2019-08-05;27900012626.39032
2019-08-06;27861956154.82796
2019-08-07;27909680534.74299
2019-08-08;27843655090.42817
2019-08-09;27729809453.489086
2019-08-10;27679680633.404675
2019-08-11;27752297671.21238
2019-08-12;27690363019.389687
2019-08-13;27698879095.894196
2019-08-14;27478671425.714394
2019-08-15;27463104666.28889
2019-08-16;27300907385.633873
2019-08-17;27289192709.294838
2019-08-18;27328986332.57821
2019-08-19;27354926392.36469
2019-08-20;27327017913.34053
2019-08-21;27251186081.964493
2019-08-22;27278619364.848175
2019-08-23;27298538042.631664
2019-08-24;27256601088.4662
2019-08-25;27198983681.349247
2019-08-26;27197122262.764557
2019-08-27;27120393510.607338
2019-08-28;26995433316.01606
2019-08-29;26889881258.314133
2019-08-30;26843456485.794617
2019-08-31;26823715345.581573
2019-09-01;26809004062.54444
2019-09-02;26831435048.568302
2019-09-03;26756421283.881123
2019-09-04;26714116300.646877
2019-09-05;26705536740.9553
2019-09-06;26642678339.42405
2019-09-07;26697629427.070774
2019-09-08;26715642065.478638
2019-09-09;26716075985.08466
2019-09-10;26690255987.29793
2019-09-11;26644294364.493347
2019-09-12;26625974304.82006
2019-09-13;26612623110.928783
2019-09-14;26661094659.674206
2019-09-15;26676712766.633846
2019-09-16;26751699291.957073
2019-09-17;26870105770.495934
2019-09-18;26880023857.726986
2019-09-19;26989386150.087643
2019-09-20;26982515375.714443
2019-09-21;27020733129.979263
2019-09-22;27001491555.11702
2019-09-23;26906631928.59587
2019-09-24;26587356593.592827
2019-09-25;26580442582.696407
2019-09-26;26488305827.633415
2019-09-27;26527830618.827675
2019-09-28;26479277341.573563
2019-09-29;26427821230.648445
2019-09-30;26439445756.84436
2019-10-01;26389266851.410828
2019-10-02;26412441148.60032
2019-10-03;26375469638.42689
2019-10-04;26325526366.947773
2019-10-05;26318817900.69339
2019-10-06;26266474594.379387
2019-10-07;26310452309.515274
2019-10-08;26322235781.142227
2019-10-09;26439333115.81071
2019-10-10;26455336970.90358
2019-10-11;26338669058.066895
2019-10-12;26329277920.24741
2019-10-13;26334420716.456783
2019-10-14;26354054816.026276
2019-10-15;26314216821.84682
2019-10-16;26272371945.056488
2019-10-17;26283884834.3121
2019-10-18;26133739243.2799
2019-10-19;26124939105.389225
2019-10-20;26146707125.646065
2019-10-21;26138487439.850864
2019-10-22;26114193309.641727
2019-10-23;25987787904.696007
2019-10-24;25912449106.96867
2019-10-25;26082973766.67619
2019-10-26;26083580144.12539
2019-10-27;26136064504.854633
2019-10-28;26145958338.532867
2019-10-29;26206382609.701447
2019-10-30;26168342571.729565
2019-10-31;26147849075.486015
2019-11-01;26155430326.560204
2019-11-02;26165924523.385056
2019-11-03;26158177799.75085
2019-11-04;26188805399.10723
2019-11-05;25726272508.66507
2019-11-06;25748969469.748116
2019-11-07;25722955995.726707
2019-11-08;25682111524.21537
2019-11-09;25666131773.63305
2019-11-10;25698033237.399292
2019-11-11;25671394415.94469
2019-11-12;25690970826.4035
2019-11-13;25700184054.03894
2019-11-14;25622575914.55791
2019-11-15;25516765466.12994
2019-11-16;25543639048.563797
2019-11-17;25557642451.188168
2019-11-18;25499681716.696354
2019-11-19;25465401218.31015
2019-11-20;25448355917.224277
2019-11-21;25327626438.395397
2019-11-22;25079355074.035492
2019-11-23;25030503943.35058
2019-11-24;24956858080.337368
2019-11-25;24896601047.00008
2019-11-26;24887197825.90578
2019-11-27;24927821599.79734
2019-11-28;24919898004.879623
2019-11-29;24665504206.790535
2019-11-30;24616680963.357395
2019-12-01;24601585505.325165
2019-12-02;24563732033.776585
2019-12-03;24521844714.404884
2019-12-04;24488446345.67316
2019-12-05;24480936092.783806
2019-12-06;24416568964.013832
2019-12-07;24398298850.645596
2019-12-08;24412783327.203274
2019-12-09;24386084531.283573
2019-12-10;24368418534.69719
2019-12-11;24312845045.574924
2019-12-12;24334364840.156437
2019-12-13;24322753177.97054
2019-12-14;24285739393.390343
2019-12-15;24282046254.613647
2019-12-16;24202528215.50993
2019-12-17;24002643848.588493
2019-12-18;24031480196.9091
2019-12-19;23835615834.845882
2019-12-20;23756914591.2761
2019-12-21;23724153299.216652
2019-12-22;23744489217.082657
2019-12-23;23690940532.551376
2019-12-24;23623170445.82766
2019-12-25;23554680911.19409
2019-12-26;23505297570.070118
2019-12-27;23503781961.498646
2019-12-28;23505002026.40305
2019-12-29;23566153269.870495
2019-12-30;23529084374.47377
2019-12-31;23469129986.3114
2020-01-01;23475515297.694168
2020-01-02;23434902364.207245
2020-01-03;23483726035.140385
2020-01-04;23486115684.61767
2020-01-05;23491061229.536625
2020-01-06;23560166617.104836
2020-01-07;23605599739.022217
2020-01-08;23542706060.067577
2020-01-09;23507800748.3328
2020-01-10;23551038540.344128
2020-01-11;23543237981.366165
2020-01-12;23549378375.289772
2020-01-13;23518798233.631596
2020-01-14;23763368275.868103
2020-01-15;23775281095.003883
2020-01-16;23758274555.626427
2020-01-17;23850169011.286324
2020-01-18;23896666224.280426
2020-01-19;23839410330.68995
2020-01-20;23908486431.565952
2020-01-21;23926979451.700542
2020-01-22;23920602229.659473
2020-01-23;23860858802.290947
2020-01-24;23878303238.877647
2020-01-25;23859227901.018562
2020-01-26;23905638359.97046
2020-01-27;23954739422.90489
2020-01-28;24007090126.26444
2020-01-29;24023484210.201653
2020-01-30;24095605585.696297
2020-01-31;24097082263.21982
2020-02-01;24168977509.597008
2020-02-02;24226437173.654522
2020-02-03;24279474421.977154
2020-02-04;24281696295.31538
2020-02-05;24425064825.14988
2020-02-06;24699352522.86467
2020-02-07;24882845715.857647
2020-02-08;24898137986.25877
2020-02-09;24991731637.379387
2020-02-10;24972064045.266777
2020-02-11;25050607108.515263
2020-02-12;25463537584.918804
2020-02-13;25672517668.429794
2020-02-14;25960251500.168846
2020-02-15;25769684706.697483
2020-02-16;25729306204.842583
2020-02-17;25815398212.916954
2020-02-18;25996779753.990334
2020-02-19;25813002699.95871
2020-02-20;25849952794.126686
2020-02-21;25951681465.38546
2020-02-22;25930768874.181633
2020-02-23;26075923167.17444
2020-02-24;26008004759.26145
2020-02-25;26006933541.357357
2020-02-26;25671324489.048626
2020-02-27;25554020123.223804
2020-02-28;25575726948.193996
2020-02-29;25512909058.65829
2020-03-01;25479465375.62096
2020-03-02;25598559459.30262
2020-03-03;25564512027.692917
2020-03-04;25544717247.759113
2020-03-05;25584668518.23312
2020-03-06;25708332265.229664
2020-03-07;25680339416.2598
2020-03-08;25370086048.47398
2020-03-09;25160580071.10583
2020-03-10;25153691742.52618
2020-03-11;25041773569.2328
2020-03-12;23626984617.504646
2020-03-13;23787114581.808586
2020-03-14;23655668547.64493
2020-03-15;23629146016.87111
2020-03-16;23393805895.900635
2020-03-17;23268652192.110096
2020-03-18;23213731099.43724
2020-03-19;23278626477.75402
2020-03-20;23295341579.989464
2020-03-21;23305982467.61667
2020-03-22;23201978493.49827
2020-03-23;23260002205.22137
2020-03-24;23164444428.33738
2020-03-25;23118310359.53153
2020-03-26;23191703768.266804
2020-03-27;23138603626.712845
2020-03-28;23083933595.181007
2020-03-29;23025310933.86606
2020-03-30;23077525381.535484
2020-03-31;23041897707.187016
2020-04-01;23041350288.058098
2020-04-02;23067201312.242687
2020-04-03;23075343148.38103
2020-04-04;23082021466.221085
2020-04-05;23071506974.177032
2020-04-06;23430491818.55787
2020-04-07;23432288183.001915
2020-04-08;23499542766.584774
2020-04-09;23491566597.921146
2020-04-10;23395739815.35019
2020-04-11;23388321646.344505
2020-04-12;23387389902.45513
2020-04-13;23343654659.17187
2020-04-14;23353048767.869457
2020-04-15;23304980670.116264
2020-04-16;23422806366.138115
2020-04-17;23521458373.107555
2020-04-18;23656689395.881294
2020-04-19;23605185469.72518
2020-04-20;23572214851.24455
2020-04-21;23585780193.220394
2020-04-22;23680627740.88011
2020-04-23;23709451461.100033
2020-04-24;23817655954.22615
2020-04-25;23864800550.7959
2020-04-26;23913529586.573597
2020-04-27;23936578558.257828
2020-04-28;23952759265.648186
2020-04-29;24243919404.22045
2020-04-30;24155735539.07436
2020-05-01;24188851522.63212
2020-05-02;24231862133.76741
2020-05-03;24218837619.648743
2020-05-04;24189184503.88622
2020-05-05;24148322519.795425
2020-05-06;24118287053.147114
2020-05-07;24206291971.284107
2020-05-08;24251943545.19792
2020-05-09;24245874833.33853
2020-05-10;24035011240.06388
2020-05-11;23895309326.798904
2020-05-12;23924998524.81388
2020-05-13;24100866862.915905
2020-05-14;24144780420.287624
2020-05-15;24092773376.679245
2020-05-16;24354801351.88055
2020-05-17;24409738815.29785
2020-05-18;24524503602.767647
2020-05-19;24545104151.1418
2020-05-20;24514121169.800423
2020-05-21;24392478308.027084
2020-05-22;24463573809.21982
2020-05-23;24485836238.732494
2020-05-24;24457693679.89251
2020-05-25;24484927294.606693
2020-05-26;24459664270.03109
2020-05-27;24519121309.349964
2020-05-28;24743345783.23074
2020-05-29;24701582710.556
2020-05-30;24959745822.498203
2020-05-31;24951093923.20933
2020-06-01;25183447141.79231
2020-06-02;25206505710.510803
2020-06-03;25128872428.845387
2020-06-04;25155760827.21897
2020-06-05;25154365606.688267
2020-06-06;25171781884.72886
2020-06-07;25198360070.742306
2020-06-08;25593185039.353573
2020-06-09;25593489203.27549
2020-06-10;25630091597.419655
2020-06-11;25409947504.88355
2020-06-12;25489665525.93436
2020-06-13;25501284609.640835
2020-06-14;25469019474.55715
2020-06-15;25467262234.83517
2020-06-16;25489331501.93488
2020-06-17;25488342433.30143
2020-06-18;25457822973.347656
2020-06-19;25431699542.571117
2020-06-20;25429281640.818092
2020-06-21;25421590273.950706
2020-06-22;25629845581.46105
2020-06-23;25645255699.326427
2020-06-24;25672240442.421436
2020-06-25;25674656583.450188
2020-06-26;25594642438.126625
2020-06-27;25531245411.811985
2020-06-28;25507186949.884014
2020-06-29;25528458460.834213
2020-06-30;25509687754.874924
2020-07-01;25590021448.223
2020-07-02;25533263812.43878
2020-07-03;25522996236.990215
2020-07-04;25569322274.47718
2020-07-05;25557147741.777496
2020-07-06;25680813508.119095
2020-07-07;25748340458.77752
2020-07-08;25896069163.573067
2020-07-09;25893658563.388863
2020-07-10;25897769886.801044
2020-07-11;25897125468.691532
2020-07-12;25920852232.33354
2020-07-13;25897192248.056213
2020-07-14;25965346774.54004
2020-07-15;25951811929.15315
2020-07-16;25886848445.78041
2020-07-17;25846333197.108715
2020-07-18;25888055244.11328
2020-07-19;25940779518.966515
2020-07-20;25908208857.127594
2020-07-21;26060551460.890762
2020-07-22;26399036904.635
2020-07-23;26711157712.80419
2020-07-24;26880078224.492085
2020-07-25;27126012624.41867
2020-07-26;27409624836.07257
2020-07-27;27918208977.28151
2020-07-28;27909061379.73452
2020-07-29;27893853607.840355
2020-07-30;28229685212.98661
2020-07-31;28476068459.497906
2020-08-01;29440760348.14789
2020-08-02;29362950366.900867
2020-08-03;29578576716.267693
2020-08-04;29754414166.999416
2020-08-05;30082923506.065548
2020-08-06;30080609293.18877
2020-08-07;29943165078.854004
2020-08-08;30115481455.891605
2020-08-09;30115199134.815285
2020-08-10;30476390879.896935
2020-08-11;30316174308.77959
2020-08-12;30447841925.16289
2020-08-13;31094804871.724262
2020-08-14;31634032188.325474
2020-08-15;32012071471.24286
2020-08-16;32061167858.005463
2020-08-17;32261582273.36272
2020-08-18;32169814324.431732
2020-08-19;32032352668.13549
2020-08-20;32240621944.43671
2020-08-21;31867708208.525745
2020-08-22;31917118743.546577
2020-08-23;31902062845.730904
2020-08-24;32162096739.689552
2020-08-25;31846159000.89401
2020-08-26;31851841747.51983
2020-08-27;31825459014.461926
2020-08-28;31986339303.741734
2020-08-29;32116255000.80019
2020-08-30;32657776272.129696
2020-08-31;33038668782.303726
2020-09-01;34225896562.37638
